serialCode,isWinner,prizeId
F496-3151,false,
Y071-9965,false,
X253-1359,false,
T495-7554,false,
Y401-6568,false,
R060-5949,false,
R064-8529,true,2
A558-4849,false,
T626-1943,false,
Y305-9738,false,
P708-5046,false,
H684-8683,false,
N349-6843,false,
H635-3856,false,
D603-2366,false,
J723-2634,false,
T337-5476,false,
W199-5157,false,
E710-3699,false,
G263-2173,false,
W049-9864,false,
F172-7356,false,
E837-4028,false,
L229-2563,false,
A305-4993,false,
L151-4976,false,
J006-0058,false,
G743-5114,false,
C851-4877,false,
E636-1235,false,
D410-4446,true,2
L334-3211,false,
V745-9665,false,
E338-1756,false,
A864-9229,true,3
F641-3260,false,
A203-9662,false,
E557-3013,false,
R519-7091,false,
P582-2022,false,
E397-1101,false,
C268-5292,false,
U034-3740,false,
A559-8056,false,
C699-9518,false,
X454-9016,false,
Y198-8323,false,
Y754-2451,false,
L015-7204,false,
D064-8918,false,
W815-2607,false,
M450-3637,false,
V996-5600,false,
F832-7080,false,
M646-6289,false,
V037-9491,false,
A523-1243,false,
U154-8927,false,
N729-0654,false,
C274-9006,false,
A173-1163,true,1
P068-1270,false,
L680-5026,true,2
F680-3380,false,
T646-5674,false,
H953-2272,false,
K488-3291,false,
V043-8593,false,
X776-8717,false,
T867-8690,false,
G117-7834,false,
P737-0874,false,
F257-7795,false,
T043-9206,false,
W712-9719,false,
D557-2632,false,
U624-5489,false,
N190-7249,false,
C438-3001,false,
U144-0179,false,
M387-1366,false,
W396-9822,false,
F920-5776,false,
H590-1990,false,
K494-3057,false,
C870-8213,true,3
A434-5396,false,
W384-9656,false,
Y677-5841,false,
K021-1294,false,
G056-7337,false,
W724-8024,false,
U174-3769,false,
W821-1655,false,
U566-3553,false,
G940-8760,false,
F726-1413,true,3
G856-5542,false,
M883-0164,false,
U788-2343,false,
Y521-2997,false,
M955-6391,false,
A119-7914,false,
W664-8964,false,
R039-2406,false,
Y578-0688,false,
X562-7490,false,
K585-1019,false,
E697-9556,false,
W499-2257,false,
U778-8235,false,
N197-2420,false,
W154-3325,false,
R661-3620,true,1
L615-6310,false,
F044-8592,false,
M081-3664,false,
C499-0487,false,
U908-1451,false,
Y161-8937,true,2
G961-5856,false,
C092-3462,false,
F555-9823,false,
R026-3327,false,
Y313-9975,false,
F047-1465,false,
D688-6553,false,
V031-4074,false,
T977-2010,false,
P077-7617,false,
L646-7325,false,
U366-3947,false,
T495-0514,false,
H094-4290,false,
V118-3471,false,
F734-6252,false,
C910-5593,false,
G490-7828,false,
D394-0300,false,
T636-7618,false,
A032-0715,false,
K532-4980,false,
U726-1518,false,
P251-7922,false,
Y133-2134,false,
P229-2275,false,
H930-2381,false,
Y500-7199,false,
P523-8550,false,
L915-5765,false,
N814-3204,false,
X346-3521,false,
P182-5129,false,
C696-5014,false,
P550-7992,false,
G342-0958,false,
W762-0189,false,
E511-4583,false,
T123-2878,false,
A164-9424,false,
D782-9178,false,
H103-8988,false,
K684-0563,false,
E972-8200,false,
W636-8496,false,
F136-5188,false,
D391-8521,false,
N956-0913,false,
J954-5311,false,
D890-2441,false,
R309-8739,false,
V192-5602,false,
T436-2776,false,
F856-9046,true,3
J766-1489,false,
K928-8726,false,
V273-9850,false,
M839-5288,false,
F562-6037,false,
G373-8786,false,
J898-3665,false,
E817-3654,false,
F876-9250,false,
Y760-8360,false,
H307-3731,false,
X065-9009,false,
A587-7836,false,
K684-2443,false,
N777-9444,false,
R644-8126,false,
V580-7512,false,
Y847-6473,false,
V832-4961,false,
M715-5792,false,
L264-3048,false,
W804-2601,false,
Y722-8722,false,
P933-2006,false,
U375-2207,false,
C411-9670,false,
A324-5701,false,
W555-5167,false,
C826-2312,false,
M028-9797,false,
R078-1982,false,
J219-5847,false,
H664-1177,false,
F633-9693,false,
F198-6916,false,
P379-4375,false,
G192-0552,false,
M551-5297,false,
P800-3423,false,
W740-3819,false,
K321-6355,false,
T206-9920,false,
W135-5270,false,
V250-9846,false,
U073-5161,false,
P297-4621,false,
L092-7264,false,
N860-4656,false,
A092-6029,false,
A093-5369,false,
T092-1060,false,
V592-8862,false,
M700-2207,false,
M921-5247,true,2
H769-6142,false,
J163-4929,true,2
G870-9886,false,
A534-2512,false,
A668-7692,false,
H356-7868,false,
K021-8583,false,
L001-4881,false,
W664-4565,false,
D499-7000,false,
G928-3369,false,
P135-4723,false,
G209-2945,false,
E141-8200,true,3
V099-2492,false,
V438-1623,false,
J682-3416,false,
E013-5017,false,
N190-8723,false,
N029-6132,false,
K437-1537,false,
V533-5202,false,
U205-2015,false,
E840-1525,true,3
M330-2373,false,
R536-1606,false,
F904-3416,false,
A726-1633,false,
R007-4482,false,
F859-5618,false,
V597-3313,false,
Y473-0344,false,
G786-2174,false,
U896-5045,false,
L203-6423,false,
N416-4886,false,
V417-7217,false,
L699-8246,false,
A309-1330,false,
X044-7234,false,
E778-5749,false,
H992-2738,false,
C924-6956,false,
M674-2190,false,
T138-9673,false,
X786-1409,false,
P887-4522,false,
M976-9945,false,
R867-1030,false,
V762-5484,false,
A360-9058,false,
L765-8818,false,
C221-6857,false,
C641-0744,false,
X572-3489,false,
E606-5346,false,
J666-9219,false,
V840-5442,false,
P334-0900,false,
M640-5432,false,
R466-3648,false,
U319-2923,false,
M162-0217,false,
X165-1492,false,
T052-6268,false,
X781-8198,false,
J221-2683,false,
K574-5874,false,
E658-1680,false,
R712-2298,false,
Y230-0847,false,
H225-7278,false,
F038-2299,false,
K260-9041,false,
N404-5198,false,
H247-1703,false,
T581-3170,false,
T505-7456,false,
V623-4157,false,
C658-1220,false,
V922-1357,false,
P129-5434,false,
L575-4572,false,
T866-6617,false,
C546-4497,false,
J837-4638,false,
W788-8360,false,
C482-6400,false,
Y280-3381,false,
E303-0948,true,3
H388-9653,false,
X315-9046,false,
K252-2194,false,
V078-4604,false,
F855-1349,false,
D735-6716,false,
P376-2229,false,
A007-0676,false,
E750-6414,false,
C806-2741,false,
M893-3119,false,
F275-8632,false,
D582-8175,false,
L415-1462,false,
J197-2041,false,
G736-6462,false,
A717-7436,false,
J523-5176,false,
M461-7338,false,
P005-4200,true,3
L472-7779,false,
Y854-8819,false,
Y606-5422,false,
G159-1593,false,
J043-2475,false,
G476-9020,false,
X789-7991,false,
C515-0975,false,
K265-1226,false,
J718-7320,false,
Y450-6531,false,
T915-8918,false,
W554-8802,false,
P323-3499,false,
W480-3004,true,1
M801-0812,true,3
G227-7242,false,
D225-4871,false,
C115-1304,false,
U949-9109,false,
L910-4629,false,
X531-9595,false,
J172-0198,false,
D146-3598,false,
X350-4521,false,
F269-5550,false,
Y137-9090,false,
P813-6355,false,
N274-7261,false,
R179-8442,false,
X618-3906,false,
H545-0595,false,
X093-3114,false,
P180-7204,false,
K847-4891,false,
W420-0128,false,
X530-2059,false,
Y812-8584,false,
U376-7628,false,
K952-7060,false,
M115-9464,false,
A709-1376,false,
W218-5642,false,
J048-8752,false,
D440-9678,false,
N059-3593,false,
L769-7269,false,
H599-1525,false,
T470-7931,false,
Y228-3805,false,
L881-8204,false,
E922-9595,false,
U729-1565,false,
K498-5943,true,2
W520-7474,false,
L755-1216,false,
D621-2051,false,
Y051-3159,false,
F860-1125,false,
R113-9937,false,
H676-9039,false,
R796-8061,false,
H302-1548,false,
G768-4376,false,
H456-9046,false,
D942-1264,false,
D144-2074,false,
L711-3753,false,
M840-0180,false,
R862-4782,false,
U095-9413,false,
T038-1918,false,
R965-2459,false,
J085-8472,false,
L363-5883,false,
D998-6376,false,
N600-2448,false,
W144-1575,false,
W552-7756,false,
L951-1989,false,
R714-5854,false,
N394-4174,false,
D867-3637,false,
C298-6234,false,
E999-7155,false,
P237-9475,false,
P280-8601,false,
L377-3412,false,
J320-2614,true,3
F851-1172,false,
K440-8746,false,
T855-1183,false,
W293-2349,false,
N631-0842,false,
J438-1461,false,
W716-0074,false,
D977-9374,false,
M305-9572,false,
U513-6876,false,
E282-5864,false,
D787-5843,false,
W849-0405,false,
G779-1803,false,
X172-2839,false,
R584-1736,false,
V899-1829,false,
X521-2392,false,
R108-0589,false,
K192-4853,false,
X399-6791,false,
W698-7254,false,
E260-2533,false,
V341-0231,false,
P165-4816,false,
R930-4245,false,
P253-8129,false,
N217-6165,true,1
D114-5700,false,
Y208-6204,false,
C713-4904,false,
L891-1060,false,
X310-5623,false,
R572-1886,false,
M027-4671,false,
C621-2360,false,
F161-4968,false,
E559-9732,false,
X754-8777,false,
G171-8232,false,
V195-8890,false,
L474-8919,false,
X778-5912,true,1
U759-0462,false,
M482-7914,false,
M134-8564,true,2
K109-3563,false,
X902-7922,false,
W999-1372,false,
W005-9793,false,
L280-2151,false,
H480-7457,false,
V834-8424,false,
X385-2597,false,
F320-8838,false,
M926-7391,false,
Y808-3605,false,
U517-6330,false,
H466-2959,false,
F088-0918,false,
V712-2769,false,
F924-8787,false,
C097-9342,false,
L104-5214,false,
R927-6124,false,
X640-8583,false,
L250-7183,false,
H866-2134,false,
D814-1493,false,
V740-6320,false,
M750-8863,false,
J249-7436,false,
N762-3145,false,
C864-2805,false,
Y961-1632,false,
P790-0136,false,
X174-8723,true,2
N678-2936,false,
P515-6744,false,
N925-5114,false,
G129-7745,false,
K863-6305,false,
R622-2010,false,
X337-3938,false,
R827-1511,false,
T141-7640,false,
F934-4935,false,
W039-9851,false,
M447-1889,false,
G919-5371,false,
J144-4076,false,
X371-9823,false,
P705-4152,false,
J389-8646,false,
G737-3238,false,
D688-3059,false,
C152-9589,false,
J004-6579,false,
T727-4372,false,
W580-5117,false,
L324-1768,false,
F045-9867,false,
P472-1334,false,
D320-1038,false,
R487-8608,false,
H850-0280,false,
G228-2656,false,
M413-4062,false,
H774-5539,false,
X419-7715,false,
U957-3233,false,
L334-4831,true,3
E709-7516,false,
A841-1545,false,
F754-1593,false,
C212-5814,false,
U816-3810,false,
X596-7337,false,
F483-7258,false,
P586-5029,false,
W255-8230,false,
D616-3259,false,
T012-2863,false,
A193-5936,false,
A510-6073,false,
M712-3693,false,
F959-9880,false,
G843-3904,false,
P303-9708,false,
H808-3072,false,
L974-4617,false,
L493-0675,false,
C925-1745,false,
R736-1746,false,
A288-0324,false,
L822-2934,false,
T320-0404,false,
A049-4163,false,
J992-8269,false,
F374-1300,false,
A335-6845,false,
U704-6942,false,
Y408-7380,false,
W699-5911,true,2
H046-5876,false,
A000-4548,false,
P302-5465,false,
A080-7547,false,
A635-7591,false,
K272-4970,false,
J938-5421,false,
T285-7783,false,
U989-5088,false,
U424-5827,false,
J268-6575,false,
K417-1665,false,
M416-2930,false,
J277-3625,false,
E009-5834,false,
P738-5732,false,
V603-2946,true,1
V687-0925,false,
K827-9258,false,
E620-1494,false,
U507-8200,false,
J467-2903,false,
X747-4089,false,
A292-0874,false,
X675-7722,false,
W456-4354,false,
F643-7417,false,
V656-3270,false,
F234-3492,false,
D551-7127,false,
G007-7880,false,
V644-1045,false,
E657-1893,false,
U486-4895,false,
L376-9150,false,
M754-5452,false,
V285-0801,false,
R282-6905,false,
U323-3455,false,
T461-6803,false,
M718-3942,false,
H451-3820,false,
J552-0883,false,
M814-3055,false,
F760-0913,false,
G602-3450,false,
H179-6347,false,
K490-5121,false,
U766-2386,false,
J325-4232,false,
T650-9885,false,
L585-7973,false,
D989-0790,false,
X023-9947,false,
G847-7160,false,
G120-3333,false,
G288-8965,false,
P980-4408,false,
Y599-6242,false,
W463-8809,false,
D262-1954,false,
L687-7745,false,
V015-6680,false,
L939-8120,false,
K460-3451,false,
Y912-3437,false,
V749-7608,false,
D969-2583,false,
T286-3167,false,
P036-6076,false,
X952-8226,false,
T616-9184,false,
L289-2530,false,
A423-7912,false,
X111-2294,false,
V684-0111,true,1
C588-9239,false,
E108-8835,false,
P975-0218,false,
G341-2281,true,1
R252-6507,false,
N415-5867,false,
J911-9688,false,
M655-8852,false,
W960-1369,false,
Y897-9936,false,
Y538-7972,false,
R343-4648,false,
Y621-6431,false,
U592-1132,false,
G930-2883,false,
A734-8162,false,
M317-8805,false,
J107-7313,false,
R476-4997,false,
Y611-4316,false,
Y218-3715,false,
X623-0869,false,
W087-0690,false,
V906-8644,false,
E831-8433,false,
R424-1134,false,
D742-7556,false,
W530-4169,false,
D163-7433,false,
M531-8937,false,
F985-9134,false,
K329-6807,false,
R019-7056,false,
A398-5438,false,
Y060-0510,false,
E194-2221,false,
J722-9538,false,
D768-2350,false,
H535-1602,false,
F698-2325,false,
X989-9998,false,
C252-8307,false,
M409-3413,false,
A077-3883,false,
E566-0171,false,
K927-3089,false,
X101-2427,false,
W414-2111,false,
U005-6600,false,
U246-8423,false,
J210-0639,false,
P326-9876,false,
T989-1805,false,
W968-1850,false,
C644-5561,false,
D945-7671,false,
T205-4859,true,1
D058-5543,false,
P643-2058,false,
E317-6587,false,
Y738-8237,false,
D867-6065,false,
J762-4393,false,
T563-9577,false,
U394-3811,false,
F744-2316,false,
W072-8764,false,
L825-7322,false,
Y190-1901,false,
R984-9119,false,
K497-8292,false,
F240-8203,false,
N207-9219,false,
C713-3446,false,
A237-5310,false,
R336-6017,false,
F548-1888,false,
A761-1519,false,
V874-0687,false,
G298-1517,false,
W627-3168,false,
L032-7003,false,
L214-1134,false,
D612-5916,false,
P320-8240,false,
L841-9718,false,
U102-8550,false,
X366-8111,false,
D172-6160,false,
C800-9243,false,
M197-0044,false,
M572-0102,false,
X210-3829,false,
E471-7868,false,
A624-8909,false,
R514-2709,false,
E181-9298,false,
R440-8668,false,
R337-8326,false,
U065-3747,false,
V247-2737,false,
X459-1750,false,
L762-3009,false,
U114-3844,false,
E584-2928,false,
Y427-1027,false,
C008-2117,false,
W953-6256,false,
K319-7358,false,
T360-0344,false,
P096-9975,false,
W301-9025,false,
R837-0465,false,
R003-1687,false,
X815-8437,false,
L175-3912,false,
Y544-7533,true,2
Y918-2030,false,
F463-8404,false,
G650-1963,false,
P307-9823,false,
H601-4618,true,1
Y069-2322,false,
U366-1921,false,
H136-2958,false,
X183-3112,false,
M928-0058,false,
G825-0650,false,
F861-6415,false,
C118-7212,false,
Y935-2896,false,
Y501-7142,true,1
J761-0115,false,
A359-6954,false,
E040-3519,false,
U104-3759,false,
Y719-0079,false,
X929-2884,false,
Y910-6855,false,
P108-4139,false,
X549-9193,false,
Y625-7734,false,
K084-2940,false,
A445-0419,false,
A368-1822,false,
K250-6116,false,
H468-3440,false,
T104-4357,true,3
V983-6629,false,
F391-1104,false,
M457-6091,false,
F805-6992,false,
J599-6079,false,
Y769-7792,false,
X190-9003,false,
W771-4772,false,
V152-9832,false,
E102-8250,false,
W188-0281,false,
K009-9765,false,
G628-1402,false,
E366-4982,false,
H819-7689,false,
D996-4924,false,
M448-3942,false,
F934-5940,false,
N168-7232,false,
V766-3057,false,
U415-2063,false,
X247-7467,false,
J763-4455,false,
K536-3255,false,
U143-4088,false,
D130-8311,false,
P639-6586,false,
F971-3773,false,
J571-8946,false,
Y202-5026,false,
Y531-9554,false,
U161-3519,true,2
D768-2777,false,
T819-6257,false,
X653-0068,true,1
H617-4308,false,
W443-1812,false,
G550-9612,false,
E582-4164,false,
L854-5505,false,
Y402-5672,false,
U512-4198,false,
H100-9685,false,
U603-8204,false,
H993-4005,false,
V125-3429,false,
V184-5892,false,
A062-4592,false,
H084-5900,false,
A298-9017,false,
X076-7441,false,
D143-0322,false,
F744-6705,false,
G631-9114,false,
W441-1941,false,
J143-3262,false,
K131-3270,false,
L978-1829,false,
V708-2886,true,3
G853-6756,false,
N324-0657,false,
W262-8857,false,
P154-6666,false,
M504-4698,false,
G552-4927,false,
T287-1390,false,
P645-1065,false,
E538-0330,false,
X783-8689,false,
P026-6365,false,
M685-7794,true,3
R558-5139,false,
M898-2532,false,
J414-9910,false,
F428-6240,false,
V891-1622,false,
P197-3879,false,
W694-1334,false,
U144-8139,false,
H373-0086,false,
U326-7347,false,
V497-1709,false,
Y251-7901,false,
F393-0967,false,
T781-8816,false,
A441-2710,false,
P246-2016,false,
G023-9937,false,
W302-4737,false,
W584-6698,false,
T363-1326,false,
U697-5678,false,
M069-7923,false,
D866-8539,false,
D226-6105,false,
G095-7743,false,
M695-8622,false,
K527-4888,false,
R472-8042,false,
T481-9095,false,
V431-7571,false,
T221-1235,false,
D101-5325,false,
F288-0233,false,
K617-6997,false,
U867-8050,false,
M875-2220,true,2
W878-5863,true,2
J380-1776,false,
L297-5685,true,3
Y446-9528,false,
R869-4580,false,
A478-2698,false,
J636-3683,false,
T319-2994,false,
X509-4160,false,
G471-5523,false,
H737-1915,false,
R010-8112,true,3
N519-5305,false,
D707-0348,false,
K422-2463,false,
N859-8654,false,
R815-6781,false,
D626-5980,false,
N437-6739,false,
H437-1861,false,
E117-6225,false,
H135-0892,false,
C851-2549,false,
F911-0719,false,
W727-5470,false,
G980-0855,false,
E036-0060,false,
W009-8451,false,
V225-6062,false,
K593-1269,false,
D961-3406,false,
M584-6116,false,
Y763-8206,false,
F646-5555,false,
E782-4747,false,
G380-6476,false,
R715-7139,false,
N969-9680,false,
R611-3296,false,
X727-8507,false,
H934-6836,false,
E830-5724,false,
R521-1441,false,
A454-2218,false,
X091-8163,false,
Y168-9336,false,
K780-8192,false,
C183-7231,false,
F442-6311,false,
J443-9963,false,
W102-3862,false,
M879-7617,false,
A291-4384,false,
F207-8964,false,
Y766-1818,false,
K639-4801,false,
H261-3184,false,
E953-4831,false,
P512-0378,false,
N114-1859,false,
T006-9589,false,
L321-2532,false,
Y013-7222,true,3
G501-9910,false,
K008-5592,false,
W991-5350,false,
T115-3576,false,
M562-3950,false,
U576-7703,false,
J533-0579,false,
R467-9133,false,
L437-3697,false,
T030-1039,false,
E675-9241,false,
J144-2334,false,
X273-1280,false,
L302-9710,false,
R203-4750,false,
U915-2707,false,
Y328-8265,false,
W109-2327,false,
N391-3596,true,3
V342-6387,false,
F504-7212,false,
P189-5054,true,2
G592-4950,false,
W565-3743,false,
E984-9535,false,
E550-8692,false,
G414-6427,false,
G058-5908,false,
T738-7129,false,
L507-9835,false,
Y569-6484,false,
R529-5261,false,
Y740-2561,false,
M547-2817,false,
P994-9606,false,
A497-7150,false,
F060-0203,false,
D013-0844,false,
C201-3881,false,
J808-6157,false,
W247-7269,false,
M609-7724,false,
X029-3680,false,
L670-7033,false,
A146-5620,false,
P721-6524,false,
E844-5252,false,
R860-3998,false,
P869-4373,false,
L250-1113,false,
K203-9645,false,
M671-3797,false,
A036-7477,true,1
T217-6427,false,
K806-2700,false,
T499-8718,false,
F057-0061,false,
C551-8281,false,
G688-6119,false,
E711-6088,false,
C001-6790,false,
Y921-5859,false,
V962-7876,false,
Y283-1702,false,
K719-9479,false,
N475-2758,false,
H921-5106,false,
T566-9096,false,
N251-9820,false,
A861-1013,false,
W898-5713,false,
G527-6081,false,
J740-6011,false,
G069-5942,false,
Y461-4763,false,
J624-7729,false,
U930-0716,false,
W800-5638,false,
M038-4263,false,
W742-1505,false,
F535-7808,false,
R397-7710,false,
K436-6846,false,
K255-9091,false,
D802-6841,false,
Y050-9392,false,
A412-0269,false,
D296-2014,false,
K442-3133,false,
E471-8037,false,
G003-8637,false,
C665-8793,false,
P738-0868,false,
Y901-9641,false,
T206-7963,false,
X371-1870,false,
W352-9540,false,
J632-8045,false,
U304-3970,false,
P135-0137,false,
F218-3473,false,
P760-5699,false,
Y572-8163,false,
G392-6470,false,
K268-6769,false,
L935-8623,false,
N736-1869,false,
W416-6666,false,
H352-7422,false,
L466-6096,false,
V370-6520,false,
D232-7428,false,
A871-6891,false,
N228-2601,false,
J792-9578,false,
D705-8123,false,
P795-5913,false,
L921-3744,false,
U577-5124,false,
J902-7968,false,
V818-5352,false,
C894-7641,false,
E952-6200,false,
Y459-7487,false,
A764-7214,false,
T201-8802,false,
G116-6909,false,
U156-7603,false,
N432-5770,false,
T567-9926,false,
K242-2349,false,
E683-0995,true,2
W080-5881,false,
E708-2242,false,
F292-3234,false,
R662-3294,true,2
J522-0703,false,
A272-8120,false,
V479-1288,false,
G635-8534,false,
L511-2137,false,
E718-8280,false,
N423-6500,false,
H765-9213,false,
Y811-0883,false,
P382-5034,false,
M511-6901,false,
M395-5218,false,
M567-2111,false,
P148-6233,false,
C200-7586,false,
A179-4529,false,
Y349-7496,false,
N307-8478,false,
D045-7807,false,
E165-3341,false,
U402-7540,false,
A339-2731,false,
T769-4728,false,
C422-3254,false,
X916-4692,false,
G677-4114,false,
C112-0791,false,
K488-3207,false,
F743-9167,false,
W677-1308,false,
W866-2044,false,
H718-9446,false,
A952-4541,false,
R590-8210,false,
D284-6682,false,
A037-3477,false,
H961-0771,false,
C551-9585,false,
U554-1255,false,
F876-0137,false,
P223-3645,false,
D247-7437,false,
P616-8871,false,
N793-0207,false,
N686-9896,false,
L757-8627,false,
P060-4089,false,
P967-4572,false,
J987-5290,false,
J633-3704,false,
K036-4602,false,
D330-7893,false,
E916-3384,false,
H704-5644,false,
V280-4350,false,
J437-0607,false,
V609-4679,false,
C555-5976,false,
K928-8054,false,
C736-0374,false,
E733-9451,false,
Y275-1324,false,
G621-1899,false,
H208-5170,false,
H170-5310,false,
G690-6186,false,
D023-3252,false,
K596-8860,false,
L556-2069,false,
J221-0730,false,
X417-0203,false,
T633-1621,false,
F686-9780,false,
X414-5533,false,
P661-9130,false,
V050-7337,false,
A872-7861,false,
E017-0456,false,
Y364-8893,false,
R313-4879,false,
F002-7321,false,
R492-2329,false,
E073-1157,false,
H709-1501,false,
K079-0152,false,
W393-2037,false,
N699-6798,false,
T422-8078,false,
F362-2757,false,
M378-3836,false,
W130-5719,false,
L097-6810,false,
M735-4520,false,
V037-2652,false,
A679-3507,false,
G024-7687,false,
H913-0706,false,
W785-6438,false,
D682-2145,false,
J493-4785,false,
E936-0326,false,
P712-6159,false,
E873-8132,false,
W084-4681,false,
N758-9496,true,2
G352-6953,false,
W054-6225,false,
Y781-9903,false,
K560-2622,false,
J531-8977,true,3
E816-2914,false,
V161-6817,false,
Y243-4015,false,
N215-7645,false,
W364-4514,false,
U172-5869,false,
J687-7790,false,
T230-4347,false,
H358-9071,false,
K654-5174,true,3
G248-1874,false,
P533-6586,false,
A839-1035,false,
D730-6667,false,
N321-6504,false,
R829-5704,false,
M934-5083,false,
P436-4763,false,
T508-3524,false,
G502-6102,false,
P751-5379,false,
Y328-0691,false,
X995-0041,false,
V251-1787,false,
T959-9648,false,
G513-9750,false,
H290-5402,false,
P466-7161,false,
G541-2148,false,
R873-5205,false,
G256-8387,false,
D922-0762,false,
A829-9058,false,
L725-8565,false,
H229-0950,false,
G811-7769,false,
P149-1132,false,
J243-2674,false,
J029-0775,false,
C756-7028,false,
X744-4228,false,
T177-8974,false,
N255-0702,false,
J011-1616,false,
F754-7610,false,
A900-4266,false,
E179-9194,false,
E049-4281,false,
C052-8814,false,
F580-4612,false,
L026-6013,false,
J818-1026,false,
X584-6419,false,
F785-9185,false,
N840-4927,false,
T304-8790,false,
Y802-9964,false,
E721-4756,false,
K419-6473,false,
C018-5574,true,1
T803-6059,false,
C788-9475,false,
W380-4325,false,
F350-7776,false,
P414-3171,false,
U915-2557,false,
X404-2526,false,
A316-4768,true,1
Y813-8647,false,
C902-0340,false,
W500-5419,false,
C266-8366,false,
P825-6460,false,
P134-2370,false,
K369-5429,false,
Y942-8344,true,3
W946-1039,false,
M937-8106,false,
V340-9306,false,
W361-8438,false,
L772-0849,false,
A562-0688,false,
P875-3793,false,
R345-4140,false,
E963-3372,false,
D901-1600,false,
U938-3880,false,
P353-2790,false,
F697-4410,false,
C581-6740,false,
C424-4405,false,
Y389-9894,false,
Y247-9657,false,
P133-7519,false,
V019-6668,false,
J950-6434,false,
X227-0139,false,
D941-1661,false,
T364-8004,false,
T035-8277,false,
M020-2515,false,
J444-0062,false,
Y171-8339,false,
P893-5103,false,
V271-3482,false,
X896-7508,false,
W683-0735,false,
L970-1035,false,
M650-1730,false,
X469-4154,false,
W517-9428,false,
A296-6376,false,
P891-1162,false,
G195-1909,false,
P933-8930,false,
F883-7546,false,
X242-1782,true,3
J741-9057,false,
G060-9770,true,2
F869-8829,true,1
U180-7743,false,
C429-7956,false,
R933-7982,false,
J170-4195,false,
P063-2164,false,
D181-4677,false,
P493-3545,false,
V239-9160,false,
G262-3439,false,
U360-1151,false,
T032-1598,true,1
T483-1508,false,
J136-8221,false,
P009-0479,false,
M096-0095,false,
T176-1039,false,
U009-0650,false,
Y742-2759,false,
J830-0080,false,
E898-5580,false,
L408-0933,false,
V527-5042,false,
X140-1930,false,
L529-5507,false,
N373-8555,false,
C436-7947,false,
H922-6679,false,
X849-5134,false,
L541-6985,false,
H489-2647,false,
F211-4159,false,
H591-6213,false,
U081-0623,false,
P174-6184,true,2
X403-1286,false,
T050-2896,false,
H374-0344,false,
N533-9685,false,
A697-9986,false,
M243-6701,false,
U575-1215,false,
V536-6361,false,
N663-2613,false,
U647-0580,false,
K490-5135,false,
W962-3074,false,
C413-0354,false,
U648-1174,false,
Y457-5485,false,
U500-7039,false,
M322-1892,false,
U485-3559,false,
Y425-2527,false,
T436-6002,false,
H782-7292,false,
D254-7998,false,
C855-6376,false,
N102-2623,true,3
V652-8788,false,
M996-8284,false,
G725-5733,false,
E227-8302,false,
E451-6936,false,
W559-7007,false,
J841-9154,false,
N469-1838,false,
V009-9157,false,
L165-0102,true,3
K323-1644,false,
A755-1420,false,
L890-3185,false,
D828-4927,false,
R212-6294,false,
U413-9857,false,
E521-2641,false,
R085-3338,false,
J179-3613,false,
G540-3555,false,
A247-0575,false,
E066-2054,false,
L252-7479,false,
K519-1846,false,
F524-8085,false,
Y153-7922,false,
E607-1789,false,
H809-6065,false,
D986-3860,false,
C512-6424,false,
T186-9136,false,
L038-8854,false,
J764-0184,false,
C902-9779,false,
U667-4555,false,
A968-5527,false,
A442-7161,false,
M475-2448,true,2
T496-9929,false,
P816-5540,false,
G181-0567,false,
J762-5625,false,
M315-5756,false,
D421-5569,false,
T124-1768,false,
X778-1871,false,
E025-0838,false,
K114-2411,false,
G280-9693,false,
P105-4509,false,
F980-2474,false,
Y697-8225,false,
V730-0107,false,
T777-7096,false,
F998-8504,false,
H174-1637,false,
R793-2951,true,2
D332-1770,false,
X576-2868,false,
A375-9402,false,
G862-4441,false,
X563-8689,false,
F195-2532,true,5
L756-6313,false,
M791-5630,false,
W714-6640,false,
X005-4369,false,
X155-5843,true,1
E488-6028,false,
M931-9483,false,
U567-9323,false,
M298-7658,false,
D694-0187,false,
L442-7252,false,
R181-2194,false,
L223-1316,false,
D894-8716,false,
P190-7045,false,
K175-7625,false,
T320-7055,false,
P408-4061,false,
V429-0523,false,
T476-2494,false,
N269-3927,false,
V863-0180,false,
G496-9557,true,1
V979-2745,false,
J888-5196,false,
J820-5398,false,
C572-9489,false,
V670-0898,true,2
D473-7633,false,
N674-4101,false,
A566-5985,true,2
R104-4957,false,
M231-2656,false,
F453-0842,false,
K577-0844,false,
H213-4315,false,
D052-2705,false,
K991-7730,false,
D440-0759,false,
F127-1218,false,
X303-4704,false,
T542-9741,false,
D622-8851,false,
N572-7620,false,
H590-2510,false,
L501-4965,false,
V951-8453,false,
P662-8615,false,
Y847-6153,false,
A242-7097,false,
U192-4128,false,
U414-5859,false,
V115-4759,false,
P283-4723,false,
G183-4202,false,
T554-0770,false,
U464-4558,false,
C742-2657,false,
H849-4673,false,
N021-3439,false,
E158-4266,false,
C177-5937,false,
V211-0578,false,
F669-2105,false,
J542-2547,false,
R007-3745,false,
G402-2750,false,
V337-6140,false,
R941-5763,false,
P008-8157,false,
D508-5270,true,2
M406-3798,false,
D853-6330,false,
M525-8749,true,3
L547-5575,false,
X008-8539,false,
G819-5410,false,
A373-3618,false,
M098-9011,false,
X169-9914,false,
D771-2844,false,
J776-6524,false,
R575-4451,false,
D389-5857,false,
